음식이미지(ID),식당(ID),식당명,지역명,메뉴(ID),음식이미지(URL)
173,688087,닭도리탕N부대찌개이층집,부산광역시 사하구,2472185,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/menu_images/2422279_1638845096_menu.png
174,688087,닭도리탕N부대찌개이층집,부산광역시 사하구,2472188,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/menu_images/2422282_1638845096_menu.png
155,691488,동원양곱창(1호점),부산광역시 중구,1304541,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/menu_images/2835903_1638844992_menu.png
177,702403,세븐펍,부산광역시 부산진구,2544712,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/menu_images/3045285_1638845098_menu.png
179,702403,세븐펍,부산광역시 부산진구,2544713,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/menu_images/3045286_1638845098_menu.png
181,702403,세븐펍,부산광역시 부산진구,2544716,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/menu_images/3045359_1638845098_menu.png
183,702403,세븐펍,부산광역시 부산진구,2544717,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/menu_images/3045360_1638845098_menu.png
185,702403,세븐펍,부산광역시 부산진구,2544718,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/menu_images/3045361_1638845099_menu.png
168,749317,투데이즈 삐딱,부산광역시 사하구,1149113,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/menu_images/2391076_1638845062_menu.png
172,766534,미소정,부산광역시 사하구,2454464,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/menu_images/2420248_1638845094_menu.png
186,870563,스타벅스(서면문화로점),부산광역시 부산진구,562867,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/menu_images/2822567_1638846183_menu.JPG
148,884828,청담회장님댁,부산광역시 해운대구,2390710,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/menu_images/3171606_1638844961_menu.png
149,891810,청담 회장님댁,부산광역시 해운대구,1105754,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/menu_images/3171606_1638844961_menu.png
150,899520,제이제이마카롱,부산광역시 해운대구,2414015,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/menu_images/1855424_1638844961_menu.png
145,909084,경양카츠(해리단길점),부산광역시 해운대구,2592201,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/menu_images/3129684_1638844036_menu.png
189,917688,스타벅스(그랜드조선 부산점),부산광역시 해운대구,1733877,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/menu_images/2811910_1638846183_menu.png
147,920083,리안광,부산광역시 수영구,2503804,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/menu_images/3134942_1638844556_menu.png
140,941321,문토스트(남천점),부산광역시 수영구,690236,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/menu_images/1504527_1638844034_menu.png
141,941825,스케줄,부산광역시 해운대구,1085673,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/menu_images/3159952_1638844035_menu.png
138,949455,누리왕만두,부산광역시 동구,2135274,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/menu_images/2550589_1638843931_menu.png
